Order Date,Order ID,Product Name,Category Name,Store Name,Region,Qty,Unit Price,Cost Price,Stock Level
2025-03-30,ORD-10637,Standing Desk Dual Motor,Furniture,Delhi North,North,2.0,32000,21000,129
2025-03-30,ORD-10638,MacBook Air M3,Electronics,Bengaluru East,South,4.0,115000,90000,82
2025-03-30,ORD-10639,Adidas Ultraboost,Apparel,Kolkata South,East,1.0,12000,7000,53
2025-03-30,ORD-10640,iPhone 15 Pro,Electronics,Delhi North,North,4.0,120000,95000,73
2025-03-30,ORD-10641,Dyson Airwrap Styler,Home & Kitchen,Bengaluru East,South,4.0,49000,38000,136
2025-03-30,ORD-10642,Zara Cotton Shirt,Apparel,Delhi North,North,1.0,2500,1200,116
2025-03-30,ORD-10643,Dell XPS 15,Electronics,Kolkata South,East,2.0,140000,110000,45
2025-03-30,ORD-10644,Premium Basmati Rice 5kg,Grocery,Mumbai West,West,4.0,850,580,47
2025-03-30,ORD-10645,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,4.0,28000,20000,66
2025-03-30,ORD-10646,Puma Track Pants,Apparel,Delhi North,North,3.0,2200,1100,32
2025-03-30,ORD-10647,Sony WH-1000XM5 Headphones,Electronics,Kolkata South,East,4.0,28000,20000,98
2025-03-31,ORD-10648,Robot Vacuum Cleaner,Home & Kitchen,Chennai Central,South,4.0,29000,19000,43
2025-03-31,ORD-10649,Premium Basmati Rice 5kg,Grocery,Mumbai West,West,2.0,850,580,40
2025-03-31,ORD-10650,Minimalist Sofa 3-Seater,Furniture,Bengaluru East,South,3.0,60000,40000,113
2025-03-31,ORD-10651,Imported Coffee Beans 500g,Grocery,Chennai Central,South,5.0,1200,750,118
2025-03-31,ORD-10652,Puma Track Pants,Apparel,Kolkata South,East,4.0,2200,1100,24
2025-03-31,ORD-10653,Artisanal Dark Chocolate Pack,Grocery,Mumbai West,West,8.0,650,380,83
2025-04-01,ORD-10654,MacBook Air M3,Electronics,Delhi North,North,3.0,115000,90000,86
2025-04-01,ORD-10655,Organic Extra Virgin Olive Oil 1L,Grocery,Mumbai West,West,5.0,1400,950,128
2025-04-01,ORD-10656,Minimalist Sofa 3-Seater,Furniture,Bengaluru East,South,1.0,60000,40000,63
2025-04-01,ORD-10657,Premium Basmati Rice 5kg,Grocery,Bengaluru East,South,6.0,850,580,29
2025-04-01,ORD-10658,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,3.0,12500,8500,144
2025-04-01,ORD-10659,Premium Basmati Rice 5kg,Grocery,Kolkata South,East,3.0,850,580,64
2025-04-02,ORD-10660,Samsung Galaxy S24,Electronics,Chennai Central,South,4.0,90000,72000,27
2025-04-02,ORD-10661,Solid Wood Dining Table,Furniture,Delhi North,North,3.0,45000,30000,133
2025-04-02,ORD-10662,Robot Vacuum Cleaner,Home & Kitchen,Chennai Central,South,1.0,29000,19000,76
2025-04-02,ORD-10663,Standing Desk Dual Motor,Furniture,Kolkata South,East,4.0,32000,21000,60
2025-04-02,ORD-10664,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,5.0,650,380,38
2025-04-03,ORD-10665,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,2.0,28000,20000,69
2025-04-03,ORD-10666,Levi's Denim Jacket,Apparel,Mumbai West,West,3.0,4500,2400,119
2025-04-03,ORD-10667,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,4.0,49000,38000,48
2025-04-03,ORD-10668,Dyson Airwrap Styler,Home & Kitchen,Mumbai West,West,3.0,49000,38000,93
2025-04-03,ORD-10669,Standing Desk Dual Motor,Furniture,Bengaluru East,South,3.0,32000,21000,132
2025-04-03,ORD-10670,Solid Wood Dining Table,Furniture,Bengaluru East,South,3.0,45000,30000,148
2025-04-04,ORD-10671,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,5.0,1400,950,91
2025-04-04,ORD-10672,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,3.0,28000,20000,85
2025-04-04,ORD-10673,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,3.0,60000,40000,63
2025-04-04,ORD-10674,Puma Track Pants,Apparel,Mumbai West,West,1.0,2200,1100,118
2025-04-04,ORD-10675,Solid Wood Dining Table,Furniture,Chennai Central,South,4.0,45000,30000,90
2025-04-04,ORD-10676,Standing Desk Dual Motor,Furniture,Bengaluru East,South,4.0,32000,21000,24
2025-04-04,ORD-10677,Philips Air Fryer XL,Home & Kitchen,Delhi North,North,2.0,12500,8500,136
2025-04-04,ORD-10678,Minimalist Sofa 3-Seater,Furniture,Mumbai West,West,2.0,60000,40000,90
2025-04-05,ORD-10679,Premium Basmati Rice 5kg,Grocery,Delhi North,North,6.0,850,580,37
2025-04-05,ORD-10680,Adidas Ultraboost,Apparel,Mumbai West,West,3.0,12000,7000,122
2025-04-05,ORD-10681,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,3.0,60000,40000,133
2025-04-05,ORD-10682,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,1.0,28000,20000,135
2025-04-05,ORD-10683,Puma Track Pants,Apparel,Chennai Central,South,4.0,2200,1100,150
2025-04-05,ORD-10684,Standing Desk Dual Motor,Furniture,Chennai Central,South,2.0,32000,21000,50
2025-04-05,ORD-10685,Adidas Ultraboost,Apparel,Bengaluru East,South,4.0,12000,7000,51
2025-04-06,ORD-10686,Nike Air Max Sneakers,Apparel,Bengaluru East,South,3.0,9500,5500,60
2025-04-06,ORD-10687,Ergonomic Office Chair,Furniture,Chennai Central,South,4.0,18000,11000,85
2025-04-06,ORD-10688,Levi's Denim Jacket,Apparel,Kolkata South,East,2.0,4500,2400,140
2025-04-06,ORD-10689,Samsung Galaxy S24,Electronics,Kolkata South,East,4.0,90000,72000,124
2025-04-06,ORD-10690,Imported Coffee Beans 500g,Grocery,Bengaluru East,South,1.0,1200,750,24
2025-04-06,ORD-10691,Philips Air Fryer XL,Home & Kitchen,Delhi North,North,1.0,12500,8500,97
2025-04-06,ORD-10692,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,1.0,12500,8500,78
2025-04-06,ORD-10693,Adidas Ultraboost,Apparel,Delhi North,North,2.0,12000,7000,41
2025-04-06,ORD-10694,Artisanal Dark Chocolate Pack,Grocery,Mumbai West,West,1.0,650,380,91
2025-04-07,ORD-10695,Artisanal Dark Chocolate Pack,Grocery,Bengaluru East,South,6.0,650,380,140
2025-04-07,ORD-10696,Solid Wood Dining Table,Furniture,Mumbai West,West,4.0,45000,30000,19
2025-04-07,ORD-10697,Levi's Denim Jacket,Apparel,Mumbai West,West,2.0,4500,2400,20
2025-04-07,ORD-10698,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,3.0,12500,8500,24
2025-04-07,ORD-10699,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,1.0,650,380,42
2025-04-07,ORD-10700,iPhone 15 Pro,Electronics,Chennai Central,South,4.0,120000,95000,128
2025-04-08,ORD-10701,Dell XPS 15,Electronics,Delhi North,North,4.0,140000,110000,54
2025-04-08,ORD-10702,Nike Air Max Sneakers,Apparel,Delhi North,North,4.0,9500,5500,40
2025-04-08,ORD-10703,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,2.0,18500,12500,122
2025-04-08,ORD-10704,Dell XPS 15,Electronics,Kolkata South,East,1.0,140000,110000,87
2025-04-08,ORD-10705,iPhone 15 Pro,Electronics,Bengaluru East,South,2.0,120000,95000,66
2025-04-08,ORD-10706,Solid Wood Dining Table,Furniture,Delhi North,North,4.0,45000,30000,90
2025-04-08,ORD-10707,Nike Air Max Sneakers,Apparel,Kolkata South,East,4.0,9500,5500,68
2025-04-09,ORD-10708,Solid Wood Dining Table,Furniture,Chennai Central,South,1.0,45000,30000,37
2025-04-09,ORD-10709,Dell XPS 15,Electronics,Bengaluru East,South,2.0,140000,110000,38
2025-04-09,ORD-10710,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,3.0,49000,38000,74
2025-04-09,ORD-10711,Minimalist Sofa 3-Seater,Furniture,Bengaluru East,South,1.0,60000,40000,40
2025-04-09,ORD-10712,Nike Air Max Sneakers,Apparel,Delhi North,North,3.0,9500,5500,95
2025-04-09,ORD-10713,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,1.0,1400,950,50
2025-04-09,ORD-10714,Adidas Ultraboost,Apparel,Delhi North,North,4.0,12000,7000,83
2025-04-10,ORD-10715,Minimalist Sofa 3-Seater,Furniture,Mumbai West,West,1.0,60000,40000,117
2025-04-10,ORD-10716,Imported Coffee Beans 500g,Grocery,Delhi North,North,8.0,1200,750,122
2025-04-10,ORD-10717,Nike Air Max Sneakers,Apparel,Mumbai West,West,1.0,9500,5500,55
2025-04-10,ORD-10718,Sony WH-1000XM5 Headphones,Electronics,Kolkata South,East,4.0,28000,20000,127
2025-04-11,ORD-10719,Robot Vacuum Cleaner,Home & Kitchen,Delhi North,North,1.0,29000,19000,48
2025-04-11,ORD-10720,Imported Coffee Beans 500g,Grocery,Chennai Central,South,8.0,1200,750,26
2025-04-11,ORD-10721,MacBook Air M3,Electronics,Delhi North,North,1.0,115000,90000,149
2025-04-11,ORD-10722,Philips Air Fryer XL,Home & Kitchen,Delhi North,North,1.0,12500,8500,125
2025-04-11,ORD-10723,Zara Cotton Shirt,Apparel,Delhi North,North,4.0,2500,1200,53
2025-04-12,ORD-10724,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,2.0,49000,38000,144
2025-04-12,ORD-10725,Premium Basmati Rice 5kg,Grocery,Chennai Central,South,6.0,850,580,76
2025-04-12,ORD-10726,Minimalist Sofa 3-Seater,Furniture,Chennai Central,South,2.0,60000,40000,111
2025-04-12,ORD-10727,Premium Basmati Rice 5kg,Grocery,Chennai Central,South,8.0,850,580,129
2025-04-12,ORD-10728,Sony WH-1000XM5 Headphones,Electronics,Bengaluru East,South,3.0,28000,20000,45
2025-04-12,ORD-10729,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,7.0,1400,950,24
2025-04-12,ORD-10730,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,3.0,49000,38000,145
2025-04-12,ORD-10731,Artisanal Dark Chocolate Pack,Grocery,Delhi North,North,4.0,650,380,131
2025-04-12,ORD-10732,Standing Desk Dual Motor,Furniture,Delhi North,North,4.0,32000,21000,44
2025-04-12,ORD-10733,iPad Air 5th Gen,Electronics,Mumbai West,West,1.0,55000,42000,102
2025-04-12,ORD-10734,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,3.0,60000,40000,42
2025-04-13,ORD-10735,Zara Cotton Shirt,Apparel,Mumbai West,West,4.0,2500,1200,42
2025-04-13,ORD-10736,Solid Wood Dining Table,Furniture,Mumbai West,West,1.0,45000,30000,115
2025-04-13,ORD-10737,Zara Cotton Shirt,Apparel,Mumbai West,West,3.0,2500,1200,42
2025-04-13,ORD-10738,Organic Extra Virgin Olive Oil 1L,Grocery,Kolkata South,East,8.0,1400,950,132
2025-04-13,ORD-10739,Philips Air Fryer XL,Home & Kitchen,Bengaluru East,South,1.0,12500,8500,150
2025-04-13,ORD-10740,Dell XPS 15,Electronics,Bengaluru East,South,4.0,140000,110000,145
2025-04-13,ORD-10741,Puma Track Pants,Apparel,Mumbai West,West,2.0,2200,1100,41
2025-04-14,ORD-10742,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,4.0,18500,12500,122
2025-04-14,ORD-10743,Philips Air Fryer XL,Home & Kitchen,Delhi North,North,4.0,12500,8500,102
2025-04-14,ORD-10744,Standing Desk Dual Motor,Furniture,Mumbai West,West,2.0,32000,21000,120
2025-04-14,ORD-10745,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,3.0,18500,12500,70
2025-04-14,ORD-10746,Levi's Denim Jacket,Apparel,Kolkata South,East,3.0,4500,2400,103
2025-04-14,ORD-10747,Levi's Denim Jacket,Apparel,Kolkata South,East,3.0,4500,2400,44
2025-04-14,ORD-10748,Standing Desk Dual Motor,Furniture,Kolkata South,East,4.0,32000,21000,88
2025-04-15,ORD-10749,Dell XPS 15,Electronics,Chennai Central,South,1.0,140000,110000,112
2025-04-15,ORD-10750,Nike Air Max Sneakers,Apparel,Chennai Central,South,2.0,9500,5500,83
2025-04-15,ORD-10751,Adidas Ultraboost,Apparel,Delhi North,North,2.0,12000,7000,30
2025-04-15,ORD-10752,Solid Wood Dining Table,Furniture,Kolkata South,East,1.0,45000,30000,106
2025-04-15,ORD-10753,Organic Extra Virgin Olive Oil 1L,Grocery,Kolkata South,East,7.0,1400,950,75
2025-04-15,ORD-10754,Nespresso Coffee Machine,Home & Kitchen,Chennai Central,South,4.0,18500,12500,114
2025-04-15,ORD-10755,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,1.0,650,380,79
2025-04-16,ORD-10756,Robot Vacuum Cleaner,Home & Kitchen,Mumbai West,West,3.0,29000,19000,65
2025-04-16,ORD-10757,Adidas Ultraboost,Apparel,Bengaluru East,South,2.0,12000,7000,34
2025-04-16,ORD-10758,Levi's Denim Jacket,Apparel,Kolkata South,East,1.0,4500,2400,111
2025-04-16,ORD-10759,Sony WH-1000XM5 Headphones,Electronics,Delhi North,North,3.0,28000,20000,48
2025-04-16,ORD-10760,Puma Track Pants,Apparel,Delhi North,North,1.0,2200,1100,99
2025-04-17,ORD-10761,Nike Air Max Sneakers,Apparel,Mumbai West,West,3.0,9500,5500,28
2025-04-17,ORD-10762,Nespresso Coffee Machine,Home & Kitchen,Bengaluru East,South,3.0,18500,12500,33
2025-04-17,ORD-10763,Solid Wood Dining Table,Furniture,Mumbai West,West,1.0,45000,30000,144
2025-04-17,ORD-10764,Zara Cotton Shirt,Apparel,Kolkata South,East,4.0,2500,1200,38
2025-04-17,ORD-10765,Solid Wood Dining Table,Furniture,Mumbai West,West,3.0,45000,30000,99
2025-04-17,ORD-10766,Minimalist Sofa 3-Seater,Furniture,Mumbai West,West,4.0,60000,40000,17
2025-04-17,ORD-10767,iPad Air 5th Gen,Electronics,Delhi North,North,4.0,55000,42000,76
2025-04-18,ORD-10768,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,3.0,12500,8500,112
2025-04-18,ORD-10769,Sony WH-1000XM5 Headphones,Electronics,Delhi North,North,3.0,28000,20000,21
2025-04-18,ORD-10770,Nespresso Coffee Machine,Home & Kitchen,Kolkata South,East,4.0,18500,12500,139
2025-04-18,ORD-10771,MacBook Air M3,Electronics,Mumbai West,West,3.0,115000,90000,146
2025-04-18,ORD-10772,iPhone 15 Pro,Electronics,Mumbai West,West,1.0,120000,95000,31
2025-04-18,ORD-10773,Levi's Denim Jacket,Apparel,Bengaluru East,South,1.0,4500,2400,67
2025-04-18,ORD-10774,Robot Vacuum Cleaner,Home & Kitchen,Chennai Central,South,2.0,29000,19000,21
2025-04-18,ORD-10775,Artisanal Dark Chocolate Pack,Grocery,Chennai Central,South,2.0,650,380,28
2025-04-19,ORD-10776,Ergonomic Office Chair,Furniture,Kolkata South,East,2.0,18000,11000,81
2025-04-19,ORD-10777,Imported Coffee Beans 500g,Grocery,Bengaluru East,South,7.0,1200,750,95
2025-04-19,ORD-10778,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,1.0,28000,20000,31
2025-04-19,ORD-10779,Dyson Airwrap Styler,Home & Kitchen,Chennai Central,South,3.0,49000,38000,2
2025-04-19,ORD-10780,Dyson Airwrap Styler,Home & Kitchen,Delhi North,North,4.0,49000,38000,112
2025-04-19,ORD-10781,Sony WH-1000XM5 Headphones,Electronics,Mumbai West,West,2.0,28000,20000,49
2025-04-19,ORD-10782,Artisanal Dark Chocolate Pack,Grocery,Mumbai West,West,6.0,650,380,17
2025-04-19,ORD-10783,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,1.0,12500,8500,16
2025-04-20,ORD-10784,Robot Vacuum Cleaner,Home & Kitchen,Kolkata South,East,1.0,29000,19000,93
2025-04-20,ORD-10785,Adidas Ultraboost,Apparel,Mumbai West,West,4.0,12000,7000,146
2025-04-20,ORD-10786,Levi's Denim Jacket,Apparel,Mumbai West,West,2.0,4500,2400,79
2025-04-20,ORD-10787,Nike Air Max Sneakers,Apparel,Mumbai West,West,1.0,9500,5500,133
2025-04-20,ORD-10788,Dyson Airwrap Styler,Home & Kitchen,Delhi North,North,1.0,49000,38000,3
2025-04-20,ORD-10789,Minimalist Sofa 3-Seater,Furniture,Mumbai West,West,2.0,60000,40000,40
2025-04-20,ORD-10790,Ergonomic Office Chair,Furniture,Mumbai West,West,3.0,18000,11000,139
2025-04-20,ORD-10791,Artisanal Dark Chocolate Pack,Grocery,Kolkata South,East,3.0,650,380,108
2025-04-20,ORD-10792,Standing Desk Dual Motor,Furniture,Mumbai West,West,1.0,32000,21000,95
2025-04-20,ORD-10793,Levi's Denim Jacket,Apparel,Bengaluru East,South,3.0,4500,2400,107
2025-04-20,ORD-10794,Adidas Ultraboost,Apparel,Bengaluru East,South,4.0,12000,7000,129
2025-04-21,ORD-10795,Standing Desk Dual Motor,Furniture,Kolkata South,East,1.0,32000,21000,59
2025-04-21,ORD-10796,Dyson Airwrap Styler,Home & Kitchen,Delhi North,North,2.0,49000,38000,65
2025-04-21,ORD-10797,iPad Air 5th Gen,Electronics,Chennai Central,South,1.0,55000,42000,144
2025-04-21,ORD-10798,Dell XPS 15,Electronics,Kolkata South,East,4.0,140000,110000,69
2025-04-21,ORD-10799,Dell XPS 15,Electronics,Delhi North,North,4.0,140000,110000,53
2025-04-21,ORD-10800,Standing Desk Dual Motor,Furniture,Mumbai West,West,3.0,32000,21000,49
2025-04-22,ORD-10801,Dyson Airwrap Styler,Home & Kitchen,Bengaluru East,South,3.0,49000,38000,1
2025-04-22,ORD-10802,Philips Air Fryer XL,Home & Kitchen,Kolkata South,East,2.0,12500,8500,129
2025-04-22,ORD-10803,Levi's Denim Jacket,Apparel,Kolkata South,East,2.0,4500,2400,138
2025-04-22,ORD-10804,Ergonomic Office Chair,Furniture,Mumbai West,West,4.0,18000,11000,74
2025-04-22,ORD-10805,MacBook Air M3,Electronics,Delhi North,North,2.0,115000,90000,25
2025-04-22,ORD-10806,Puma Track Pants,Apparel,Delhi North,North,4.0,2200,1100,135
2025-04-22,ORD-10807,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,2.0,1400,950,148
2025-04-23,ORD-10808,Solid Wood Dining Table,Furniture,Bengaluru East,South,4.0,45000,30000,108
2025-04-23,ORD-10809,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,3.0,49000,38000,111
2025-04-23,ORD-10810,Puma Track Pants,Apparel,Bengaluru East,South,3.0,2200,1100,103
2025-04-23,ORD-10811,Imported Coffee Beans 500g,Grocery,Kolkata South,East,3.0,1200,750,127
2025-04-23,ORD-10812,Levi's Denim Jacket,Apparel,Chennai Central,South,3.0,4500,2400,69
2025-04-23,ORD-10813,Levi's Denim Jacket,Apparel,Mumbai West,West,3.0,4500,2400,45
2025-04-24,ORD-10814,Artisanal Dark Chocolate Pack,Grocery,Chennai Central,South,8.0,650,380,137
2025-04-24,ORD-10815,Puma Track Pants,Apparel,Mumbai West,West,4.0,2200,1100,20
2025-04-24,ORD-10816,Nike Air Max Sneakers,Apparel,Mumbai West,West,2.0,9500,5500,49
2025-04-24,ORD-10817,Dyson Airwrap Styler,Home & Kitchen,Kolkata South,East,2.0,49000,38000,1
2025-04-24,ORD-10818,Robot Vacuum Cleaner,Home & Kitchen,Kolkata South,East,1.0,29000,19000,87
2025-04-25,ORD-10819,Zara Cotton Shirt,Apparel,Kolkata South,East,4.0,2500,1200,138
2025-04-25,ORD-10820,Levi's Denim Jacket,Apparel,Bengaluru East,South,2.0,4500,2400,61
2025-04-25,ORD-10821,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,3.0,18500,12500,131
2025-04-25,ORD-10822,Dyson Airwrap Styler,Home & Kitchen,Mumbai West,West,4.0,49000,38000,0
2025-04-26,ORD-10823,Robot Vacuum Cleaner,Home & Kitchen,Mumbai West,West,1.0,29000,19000,60
2025-04-26,ORD-10824,Organic Extra Virgin Olive Oil 1L,Grocery,Kolkata South,East,2.0,1400,950,138
2025-04-26,ORD-10825,Puma Track Pants,Apparel,Kolkata South,East,1.0,2200,1100,125
2025-04-26,ORD-10826,Robot Vacuum Cleaner,Home & Kitchen,Delhi North,North,1.0,29000,19000,150
2025-04-26,ORD-10827,Premium Basmati Rice 5kg,Grocery,Bengaluru East,South,6.0,850,580,40
2025-04-26,ORD-10828,Premium Basmati Rice 5kg,Grocery,Delhi North,North,4.0,850,580,36
2025-04-26,ORD-10829,Standing Desk Dual Motor,Furniture,Delhi North,North,2.0,32000,21000,16
2025-04-26,ORD-10830,Dell XPS 15,Electronics,Kolkata South,East,1.0,140000,110000,148
2025-04-27,ORD-10831,Premium Basmati Rice 5kg,Grocery,Delhi North,North,6.0,850,580,42
2025-04-27,ORD-10832,Zara Cotton Shirt,Apparel,Kolkata South,East,3.0,2500,1200,81
2025-04-27,ORD-10833,Robot Vacuum Cleaner,Home & Kitchen,Kolkata South,East,3.0,29000,19000,85
2025-04-27,ORD-10834,Premium Basmati Rice 5kg,Grocery,Bengaluru East,South,3.0,850,580,109
2025-04-27,ORD-10835,Robot Vacuum Cleaner,Home & Kitchen,Delhi North,North,3.0,29000,19000,103
2025-04-27,ORD-10836,Premium Basmati Rice 5kg,Grocery,Chennai Central,South,8.0,850,580,56
2025-04-27,ORD-10837,Samsung Galaxy S24,Electronics,Kolkata South,East,4.0,90000,72000,101
2025-04-28,ORD-10838,Dyson Airwrap Styler,Home & Kitchen,Mumbai West,West,4.0,49000,38000,16
2025-04-28,ORD-10839,Zara Cotton Shirt,Apparel,Kolkata South,East,4.0,2500,1200,37
2025-04-28,ORD-10840,MacBook Air M3,Electronics,Mumbai West,West,3.0,115000,90000,35
2025-04-28,ORD-10841,Dyson Airwrap Styler,Home & Kitchen,Bengaluru East,South,4.0,49000,38000,148
2025-04-28,ORD-10842,Dyson Airwrap Styler,Home & Kitchen,Mumbai West,West,4.0,49000,38000,2
2025-04-28,ORD-10843,Nike Air Max Sneakers,Apparel,Kolkata South,East,2.0,9500,5500,58
2025-04-28,ORD-10844,MacBook Air M3,Electronics,Mumbai West,West,1.0,115000,90000,55
2025-04-28,ORD-10845,MacBook Air M3,Electronics,Bengaluru East,South,3.0,115000,90000,116
2025-04-29,ORD-10846,Philips Air Fryer XL,Home & Kitchen,Kolkata South,East,1.0,12500,8500,32
2025-04-29,ORD-10847,Dell XPS 15,Electronics,Delhi North,North,3.0,140000,110000,103
2025-04-29,ORD-10848,Solid Wood Dining Table,Furniture,Kolkata South,East,2.0,45000,30000,131
2025-04-29,ORD-10849,Organic Extra Virgin Olive Oil 1L,Grocery,Delhi North,North,7.0,1400,950,144
2025-04-29,ORD-10850,Dell XPS 15,Electronics,Chennai Central,South,3.0,140000,110000,102
2025-04-29,ORD-10851,Dell XPS 15,Electronics,Delhi North,North,3.0,140000,110000,128
2025-04-29,ORD-10852,Imported Coffee Beans 500g,Grocery,Mumbai West,West,8.0,1200,750,132
2025-04-30,ORD-10853,Sony WH-1000XM5 Headphones,Electronics,Chennai Central,South,3.0,28000,20000,32
2025-04-30,ORD-10854,Premium Basmati Rice 5kg,Grocery,Mumbai West,West,7.0,850,580,105
2025-04-30,ORD-10855,Dyson Airwrap Styler,Home & Kitchen,Delhi North,North,2.0,49000,38000,2
2025-04-30,ORD-10856,Dell XPS 15,Electronics,Mumbai West,West,4.0,140000,110000,95
2025-04-30,ORD-10857,Solid Wood Dining Table,Furniture,Kolkata South,East,3.0,45000,30000,61
2025-04-30,ORD-10858,Zara Cotton Shirt,Apparel,Mumbai West,West,2.0,2500,1200,76
2025-04-30,ORD-10859,Solid Wood Dining Table,Furniture,Mumbai West,West,2.0,45000,30000,78
2025-04-30,ORD-10860,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,1.0,18500,12500,45
2025-05-01,ORD-10861,Organic Extra Virgin Olive Oil 1L,Grocery,Kolkata South,East,8.0,1400,950,110
2025-05-01,ORD-10862,Nespresso Coffee Machine,Home & Kitchen,Bengaluru East,South,3.0,18500,12500,140
2025-05-01,ORD-10863,Puma Track Pants,Apparel,Delhi North,North,4.0,2200,1100,71
2025-05-01,ORD-10864,Philips Air Fryer XL,Home & Kitchen,Chennai Central,South,4.0,12500,8500,137
2025-05-02,ORD-10865,Dell XPS 15,Electronics,Delhi North,North,4.0,140000,110000,59
2025-05-02,ORD-10866,Organic Extra Virgin Olive Oil 1L,Grocery,Kolkata South,East,6.0,1400,950,17
2025-05-02,ORD-10867,iPad Air 5th Gen,Electronics,Mumbai West,West,4.0,55000,42000,40
2025-05-02,ORD-10868,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,3.0,60000,40000,62
2025-05-02,ORD-10869,Nespresso Coffee Machine,Home & Kitchen,Mumbai West,West,3.0,18500,12500,135
2025-05-02,ORD-10870,Nespresso Coffee Machine,Home & Kitchen,Delhi North,North,2.0,18500,12500,142
2025-05-02,ORD-10871,Premium Basmati Rice 5kg,Grocery,Bengaluru East,South,6.0,850,580,117
2025-05-02,ORD-10872,Standing Desk Dual Motor,Furniture,Mumbai West,West,2.0,32000,21000,73
2025-05-03,ORD-10873,Solid Wood Dining Table,Furniture,Kolkata South,East,4.0,45000,30000,112
2025-05-03,ORD-10874,Levi's Denim Jacket,Apparel,Mumbai West,West,4.0,4500,2400,17
2025-05-03,ORD-10875,Zara Cotton Shirt,Apparel,Bengaluru East,South,2.0,2500,1200,147
2025-05-03,ORD-10876,Nespresso Coffee Machine,Home & Kitchen,Bengaluru East,South,3.0,18500,12500,79
2025-05-03,ORD-10877,Dyson Airwrap Styler,Home & Kitchen,Bengaluru East,South,1.0,49000,38000,2
2025-05-03,ORD-10878,Organic Extra Virgin Olive Oil 1L,Grocery,Bengaluru East,South,5.0,1400,950,107
2025-05-03,ORD-10879,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,1.0,60000,40000,120
2025-05-04,ORD-10880,Solid Wood Dining Table,Furniture,Kolkata South,East,2.0,45000,30000,87
2025-05-04,ORD-10881,Minimalist Sofa 3-Seater,Furniture,Kolkata South,East,4.0,60000,40000,129
2025-05-04,ORD-10882,Sony WH-1000XM5 Headphones,Electronics,Kolkata South,East,3.0,28000,20000,133
2025-05-04,ORD-10883,Levi's Denim Jacket,Apparel,Delhi North,North,4.0,4500,2400,118
2025-05-04,ORD-10884,iPhone 15 Pro,Electronics,Mumbai West,West,3.0,120000,95000,73
2025-05-04,ORD-10885,Minimalist Sofa 3-Seater,Furniture,Delhi North,North,3.0,60000,40000,116
2025-05-04,ORD-10886,Standing Desk Dual Motor,Furniture,Delhi North,North,4.0,32000,21000,120
2025-05-05,ORD-10887,Nike Air Max Sneakers,Apparel,Mumbai West,West,2.0,9500,5500,79
2025-05-05,ORD-10888,Samsung Galaxy S24,Electronics,Mumbai West,West,4.0,90000,72000,41
2025-05-05,ORD-10889,iPhone 15 Pro,Electronics,Bengaluru East,South,1.0,120000,95000,21
2025-05-05,ORD-10890,Organic Extra Virgin Olive Oil 1L,Grocery,Chennai Central,South,3.0,1400,950,36
2025-05-05,ORD-10891,Artisanal Dark Chocolate Pack,Grocery,Mumbai West,West,5.0,650,380,128
2025-05-06,ORD-10892,Puma Track Pants,Apparel,Mumbai West,West,1.0,2200,1100,23
2025-05-06,ORD-10893,Minimalist Sofa 3-Seater,Furniture,Bengaluru East,South,4.0,60000,40000,84
2025-05-06,ORD-10894,Robot Vacuum Cleaner,Home & Kitchen,Mumbai West,West,2.0,29000,19000,131
2025-05-06,ORD-10895,Robot Vacuum Cleaner,Home & Kitchen,Kolkata South,East,3.0,29000,19000,103
